question,selected,diversity
第二百六十六条刑法，金额九万多，四个人平分，但金额全部退回，还得到对方谅解，像这类情节严重吗,"根据《刑法》第二百六十六条，涉及金额九万多元的案件，四人平分且已全部退回，是否会影响判决结果？, 是否可以考虑到退还赃款和被害人谅解因素，来减轻因金额达到数额巨大的刑罚？, 四名嫌疑人均已退还全部赃款并获得谅解，这种情况下，是否能适用从轻处罚？, 根据《刑法》第二百六十六条规定，金额接近十万元且全额退赔，是否能作为减轻处罚的情节？, 被告退还赃款并且得到对方谅解后，是否仍然会因为金额达到数额巨大而受较重处罚？, 根据《刑法》第二百六十六条，九万多元的案件是否能减轻刑罚，尤其是退回款项并获得谅解的情况下？, 涉及金额为九万多元的刑事案件，四名嫌疑人平分后是否能减轻处罚？, 涉案金额超过九万但已退赔且获谅解，这种情况是否会影响刑罚的轻重？, 如果已经退还金额并获得谅解，是否能减轻因刑法第二百六十六条规定的刑罚？, 如果案件中金额接近十万元，且被告已经退还全部赃款并获得被害人谅解，是否可以从轻处罚？",28.820201233029366
购房者的信息泄露怎么办,"如果购房者的信息泄露，开发商该如何处理？, 新版购房合同对于买受人信息保密条款的具体内容是什么？, 购房者的个人信息能否在没有授权的情况下对外公开？, 如果开发商未征得购房者同意，是否可以将购房者信息用于其他目的？, 如何防止购房者信息泄露带来的法律风险？, 购房者的个人信息是否可以用于合同以外的其他用途？, 新版购房合同中对于买房人隐私保护有何规定？, 开发商是否需要征得购房者同意才能将其信息对外披露？, 在什么情况下开发商和销售人员可以公开购房者的信息？, 购房者是否可以要求开发商删除或保密其个人信息？",29.846639022231102
我只有离婚协议书再婚可以直接领结婚证吗,"离婚协议书签了之后可以直接去领结婚证吗？, 离婚协议书是否足够作为解除婚姻关系的证明？, 如果我已经签订了离婚协议书，还需要办理离婚登记才能再婚吗？, 离婚协议和结婚证申请有什么关系？, 离婚协议书完成后，还需要什么手续才能再婚？, 没有办理离婚登记，是否可以结婚？, 如果我只有离婚协议书，能不能去领取结婚证？, 离婚协议书签署后是否代表婚姻关系已解除？, 离婚协议书签订后，结婚证办理的前提是什么？, 离婚协议书算不算正式离婚的证据？",25.589976876974106
被打了一拳鼻子出血，没有骨折，够成是什么罪,"被打了一拳导致鼻子出血，但没有骨折，这种情况会构成什么罪行？, 鼻子出血没有骨折，能否通过伤残鉴定来确认是否属于轻伤？, 打击导致鼻子出血，如果伤情不算轻伤，是否还能申请民事赔偿？, 被打鼻子出血不骨折，能否要求加害者赔偿医疗费用？, 被打了一拳鼻子出血，这样的伤情是否达到了轻伤标准？, 如果鼻子只是出血没有骨折，是否能以故意伤害罪追诉？, 鼻子受伤出血而没有骨折的情况下，是否应当做伤残鉴定？, 鼻子被打出血但未骨折，这样的情况如何定性为犯罪？, 打人导致鼻子出血但未骨折，是否可以依法要求民事赔偿？, 如果鼻子出血没有骨折，应该如何处理，是否会构成刑事责任？",25.74505716562271
通过中介看房，结果与房主私下交易有什么风险,"如果通过中介看房后，直接与房东私下交易，会有哪些风险？, 如果我绕过中介直接与房东签合同，这会对我造成什么样的法律后果？, 在中介安排看房后，直接与房东交易，是否构成违约并会承担相关责任？, 如果我私下和房东签约而不通过中介，这样是否违反了协议？, 看房协议签署后，如果私下交易，是否会被中介追究责任？, 是否可以在看房后直接与房东签约，而不通过中介处理，是否会导致违约？, 私下与房东交易而不通过中介，会面临哪些法律风险？, 如果在中介安排看房后与房东私下达成协议，会有何种法律后果？, 中介带我看房后，我私下与房东交易会不会被认为违约？, 看房后直接与房东交易，是否意味着违背了与中介的协议？",23.820556342601776
离婚纠纷管辖权怎么确定,"离婚案件的管辖法院是如何确定的？, 原告住所地与常住地不一致时，离婚案件应由哪个法院管辖？, 离婚纠纷中，管辖法院的确定是否会因为被告的监禁情况而改变？, 如果被告不在中国境内，离婚纠纷应由哪个法院管辖？, 离婚案件管辖法院的选择有哪些特殊情况？, 被告住所地与经常居住地不一致时，离婚案件管辖法院是哪个？, 离婚案件的管辖法院能否由被告所在地以外的法院决定？, 当被告失踪或下落不明时，离婚案件由哪个法院管辖？, 离婚诉讼管辖法院的选择和原告的住所地有关吗？, 如果被告被劳动教养，离婚案件的管辖法院是哪里？",23.658411383628845
入室抢劫故意杀人该怎样判决,"入室抢劫致人死亡应如何判刑？, 对于入室抢劫加故意杀人的罪犯，刑法有何规定？, 入室抢劫致人死亡的犯罪行为，最严重的处罚是什么？, 如果犯有入室抢劫并且故意杀人，法院如何判决？, 入室抢劫致死的罪行，应该受到哪些法律制裁？, 如果在入室抢劫中故意杀人，可能会被判什么刑？, 法院如何量刑入室抢劫并故意杀人案件？, 入室抢劫并且造成死亡，法院会判处怎样的刑罚？, 入户抢劫并致人死亡的犯罪，判决会是什么？, 入室抢劫与故意杀人合并犯罪如何裁定？",22.42651256918907
酒驾110m取保候审法院还会判刑吗,"酒驾被取保候审后，法院是否还会判刑？, 取保候审后酒驾案件，判决结果通常是什么？, 酒驾110m后法院判刑的可能性有多大？, 如果酒精含量超过80且被取保候审，法院会判刑吗？, 被取保候审的酒驾案件，最终会受到什么样的刑事处罚？, 酒驾案件取保候审后，是否意味着最终会被定罪？, 如果酒驾110m并取保候审，法院会如何处理？, 酒驾110m取保候审后，是否有缓刑的机会？, 酒驾超标取保候审后是否可能面临刑罚？, 取保候审的酒驾案件，法院是否会进行判刑？",23.10097447037697
弟弟死亡哥哥可以继承他的房屋吗？如果政府要拆除有没有补偿,"如果弟弟去世，哥哥能否继承他的房产？, 政府要拆除弟弟的房屋，是否会有补偿？, 在没有第一顺位继承人的情况下，哥哥是否有权继承弟弟的房屋？, 如果弟弟去世，哥哥继承房产需要符合什么条件？, 弟弟的房产被拆除后，是否可以得到政府赔偿？, 弟弟没有第一顺位继承人时，哥哥可以继承房屋吗？, 如果政府拆除弟弟的房屋，继承人会得到补偿吗？, 弟弟死后没有父母子女，哥哥是否可以继承房产？, 如果弟弟去世，哥哥是第一继承人吗？, 弟弟的房屋被政府拆除，是否会得到赔偿？",23.942464753985405
满14周岁不满16周岁的犯贩卖毒品更负什么责任。,"根据我国刑法，未满16周岁的未成年人犯贩卖毒品会承担怎样的刑事责任？, 在中国，14岁以上但未满16岁的人如果犯贩毒，刑法如何处理？, 对于14到16岁之间的未成年人贩卖毒品，刑法规定了什么样的量刑标准？, 根据中国刑法第十七条的规定，未满16岁贩卖毒品的人会怎么被判刑？, 14岁以上未满16岁的人在贩卖毒品的情况下，会面临什么样的法律后果？, 根据中国刑法，未满16岁的青少年因贩卖毒品应如何从轻或减轻处罚？, 如果未满16周岁的未成年人犯了贩毒罪，根据刑法会怎样从轻处罚？, 我国刑法如何对14到16岁未成年人贩卖毒品行为进行处理？, 14岁以上未满16岁的青少年犯贩毒罪，应承担什么样的刑事责任？, 我国刑法如何规定未满16周岁的人因贩卖毒品而承担的法律后果？",22.341063380241394
被打轻伤二级赔多少钱,"被打轻伤二级能获得多少赔偿？, 轻伤二级赔偿是否包括医疗费、营养费等相关费用？, 受伤导致轻伤二级，是否可以要求赔偿误工费与护理费？, 被打造成轻伤二级的情况下，赔偿标准是多少？, 轻伤二级的赔偿包括哪些具体项目？, 轻伤二级如何获得医疗费、误工费和护理费的赔偿？, 受伤后为轻伤二级，是否可以主张营养费赔偿？, 轻伤二级治疗期间能要求赔偿哪些费用？, 轻伤二级的赔偿金能够涵盖误工费、护理费吗？, 如果被打成轻伤二级，可以要求赔偿哪些费用？",22.21739462018013
出车祸当时没住院两天后住院住院费应该有谁出,"如果车祸发生后没有立即住院，几天后住院费用应该由谁承担？, 如果车祸导致的伤害延迟住院，费用的责任方是谁？, 车祸后没有马上住院，几天后才住院，责任方应该是哪个人？, 如果车祸是由另一方责任引起的，住院费应该由谁付？, 车祸发生后住院费用是由责任方还是自己承担？, 如果车祸导致住院，并且延迟了几天，费用如何承担？, 车祸引起的伤害两天后住院，费用应由哪一方支付？, 车祸两天后住院，责任人是否需要承担住院费用？, 如果车祸导致住院费延迟支付，责任方应该是谁？, 车祸后住院并延迟两天，费用应该由谁来负担？",22.272002696990967
离婚后一方不给抚养费，还找不到人，怎么办,"离婚后另一方不支付抚养费，怎么处理？, 如果离婚后一方不支付抚养费且下落不明，我该怎么做？, 离婚后一方失联不支付抚养费，如何向法院申请解决？, 离婚后对方不支付抚养费且无法找到，如何采取措施？, 离婚后一方欠抚养费且下落不明，如何追讨？, 离婚后一方不支付抚养费，如何通过法律手段解决？, 离婚后一方未履行抚养费义务且失联，应该怎么做？, 离婚后对方失联且不支付抚养费，如何法律追讨？, 离婚后一方未支付抚养费，无法找到人，如何应对？, 离婚后另一方不支付抚养费，如何通过法院追讨？",14.797478020191193
不宜采取口头形式，电子合同属于书面形式吗,"电子合同是否可以视为书面合同的一种形式？, 电子合同在法律规定中算作书面形式吗？, 电子合同能否按书面合同的标准来执行？, 在法律上，电子合同可以归类为书面形式吗？, 电子合同是否等同于《合同法》所规定的书面合同形式？, 电子合同是否可以视作书面合同进行认定？, 电子合同是否被视为书面合同的一种形式存在？, 在法律上，电子合同被认定为书面合同吗？, 电子合同是否具备书面合同的法律效力？, 电子合同是否可以被认定为一种书面形式的合同？",18.786443442106247
外卖小哥受伤，点餐人要不要赔偿,"外卖小哥在送餐途中受伤，是否应该由雇佣他的餐厅负责赔偿？, 外卖员受伤是餐厅的责任吗？, 餐厅是否应该为外卖员在送餐过程中发生的事故负责？, 外卖员受伤的情况下，责任是否应归于雇佣他的饭店？, 外卖员在工作时发生意外，餐厅要不要负担赔偿？, 点餐人需要为外卖小哥的受伤事件负责赔偿吗？, 如果外卖小哥受伤，是否应该由其雇主餐厅来承担赔偿责任？, 外卖小哥受伤后，点餐人是否有义务支付赔偿？, 外卖员受伤时，应该由餐厅而不是点餐人负责赔偿吗？, 如果外卖员在送餐时受伤，餐厅是否应该负责其医药费？",21.639088332653046
我跟老公离婚老公说一分钱都不给我这怎么办,"我跟老公离婚，他说一分钱都不给我，怎么办？, 如果丈夫不愿意分割共同财产，我可以向法院起诉吗？, 离婚时，我应该如何保障自己的财产权益？, 在离婚时他不愿给我财产，是否可以通过法律途径解决？, 如果他不按照法律分配财产，我该如何要求分割？, 离婚时他不肯分财产，怎么办才能维护我的权益？, 如果离婚时丈夫不给我财产，我能申请法院强制执行吗？, 离婚时，我老公坚持不给我一分钱，能如何维权？, 离婚时，他不分财产，我可以通过什么途径索取？, 离婚时，丈夫拒绝给我任何财产，这种情况我该怎么办？",25.361270055174828
猪场占地合同到期拆迁国家给补偿吗?,"猪场合同到期后，国家是否会提供补偿？, 猪场拆迁补偿是针对土地还是建筑物？, 猪场拆迁补偿是根据合同还是根据政策来执行？, 国家拆迁猪场时，是否考虑土地的使用权补偿？, 如果猪场合同到期，拆迁时需要支付建筑物补偿吗？, 合同期满拆迁猪场时，国家会提供什么样的补偿？, 猪场拆迁补偿是基于合同还是地方政府政策？, 猪场到期拆迁，国家对土地和建筑物有补偿吗？, 拆迁猪场时，国家会为建筑物提供何种补偿？, 猪场合同到期拆迁，拆迁补偿包括哪些内容？",23.164712697267532
我们河*驻*店*舆*房*局就那么不*事吗？民心怨交房日期延长了六年了如今还没有一点动静,"我们的房产项目为什么已经延迟了六年，仍然没有任何进展？, 河驻店舆房局是否意识到民众因交房延期而产生的强烈不满情绪？, 六年的时间过去了，河驻店舆房局到底在拖延什么，为什么不解决交房问题？, 在交房时间不断推迟的情况下，河驻店舆房局有没有考虑过民众的利益？, 为什么河驻店舆房局未能按照原定计划完成交房，且没有给出解决方案？, 交房日期延迟六年，我们是否可以依法追究河驻店舆房局的责任？, 河驻店舆房局如何解释这六年里未能交付房屋的种种延误？, 我们交房的问题为何如此严重，河驻店舆房局有没有尽到责任？, 六年时间过去了，河驻店舆房局为何仍未给出交房的具体日期？, 河驻店舆房局为什么在交房日期延迟这么长时间后仍然没有行动？",29.3996694535017
本人在工地干活造成韧带拉伤劳务公司不给赔钱咋办,"我在工地上工作时韧带受伤，劳务公司拒绝赔偿，应该怎么办？, 如何解决劳务公司拒绝赔偿工地受伤问题，尤其是韧带拉伤？, 如果在工地韧带拉伤，劳务公司不赔偿，我能申请工伤认定和伤残鉴定吗？, 由于在工地工作时拉伤了韧带，劳务公司不愿意承担赔偿责任，怎么解决？, 工地受伤导致韧带拉伤，劳务公司不给赔偿，我可以申请劳动仲裁吗？, 如果劳务公司拒绝赔偿我的工地受伤，我应怎么维权？, 在工地发生韧带拉伤，劳务公司不赔偿，我应该先做什么？, 工地受伤韧带拉伤，劳务公司不赔偿，是否可以申请伤残鉴定？, 我的韧带在工地受伤，劳务公司拒绝赔偿，我可以提起劳动仲裁吗？, 如果在工地受伤，韧带拉伤，劳务公司不给赔偿，我可以采取什么措施？",18.3221837580204
婚后个人买的保险属于个人财产吗,"婚后购买的保险是否属于个人财产？, 婚后购买的保险和婚前购买的保险有什么财产归属上的区别？, 如果婚后开始支付保险费，是否属于夫妻共同财产？, 保险如果是在结婚后购买，是否应算作个人财产？, 婚后的保险购买会影响财产分配吗？, 婚后支付的保险费应该算作个人资产还是夫妻共同财产？, 如果婚后购买了保险，这部分保险属于夫妻共同财产吗？, 结婚后购买的保险和婚前购买的保险财产分配有何不同？, 婚后购买的个人保险是否需要作为共同财产处理？, 婚后个人支付的保险款项是个人财产还是共同财产？",21.466831862926483
办理离婚协议注意哪些问题,"离婚前，夫妻双方应确保是自愿离婚吗？, 如果财产分割产生争议，夫妻是否应咨询法律专业人士？, 离婚时，谁应负责抚养孩子，并为孩子提供更好的成长环境？, 离婚协议中，是否需要详细注明财产的购买时间和所有权归属？, 离婚时，是否可以给对方一次改正的机会，以挽回感情？, 非抚养方是否应支付抚养费，并如何确定支付方式？, 感情出现问题时，夫妻是否应先解决外界的干扰因素？, 夫妻双方是否可以自由协商财产分割方案，而非依赖法律规定？, 离婚时，是否应确保每项财产都清晰列明，避免未来产生纠纷？, 离婚协议中，如何明确探望孩子的具体安排？",32.45869642496109
"右手大拇指除外,手掌断离已接好,无名指与小指断掉了一截,请问是几级伤残","我的右手大拇指完好无损，但手掌断离已接好，无名指和小指缺失一部分，这属于几级伤残？, 右手大拇指未受伤，手掌修复完成，但无名指和小指部分缺失，伤残等级应当评为几级？, 右手大拇指未受伤，手掌经过接合，无名指和小指受损，这样的伤情会被判定为几级伤残？, 我的右手大拇指完好，手掌经过修复，无名指和小指缺少了一部分，评定伤残等级会是多少？, 如果右手大拇指没有受伤，手掌断离已接好，但无名指和小指缺失一部分，这种情况应该评定为几级伤残？, 手掌断裂已经修复，右手大拇指完整，只有无名指和小指缺损，伤残评定是几级？, 右手大拇指完好无损，手掌已接合，但无名指和小指丧失了一部分，这种情况的伤残等级是几级？, 我的右手大拇指没有问题，手掌经过接合，无名指和小指缺少部分，伤残等级应该是几级？, 如果右手大拇指完好无损，手掌修复完成，无名指和小指缺失一些部分，这属于几级伤残？, 右手大拇指正常，手掌已修复，无名指和小指缺失一截，这种情况的伤残等级是几级？",15.348892509937286
补回来的银行卡有交易记录吗？,"补办的银行卡上会有之前的交易记录吗？, 办理农行挂失补卡时，原卡的交易会转移到新卡吗？, 挂失补卡后，能否查询到原银行卡的交易信息？, 重新办理的农行借记卡会显示原卡的交易历史吗？, 如果我换卡，原卡的交易记录会保留吗？, 重新补办的银行卡上是否能查到之前的交易？, 如果办理了农行的挂失补卡，交易记录会转到新卡上吗？, 换卡时，旧卡的交易历史会自动转到新卡吗？, 农行借记卡挂失补卡后，之前的交易是否会转到新卡？, 补办的银行卡是否能查看之前的交易明细？",22.213085919618607
贷的太少了，可以提前还清贷款，然后多贷点他用吗,"如果我还清了现有贷款，能否申请更高额度的贷款？, 贷款提前结清后，能否增加贷款金额？, 如果我提前偿还贷款，我可以申请更多资金吗？, 提前还款后，我是否能贷到更多的钱？, 我想问，如果提前还款，能否申请更高的贷款额度？, 我是否可以在提前还清贷款后，再申请更多的贷款？, 如果把贷款提前还清，能不能借更多的钱？, 我可以在还清贷款后申请更高的贷款额度吗？, 贷款提前还清之后，能否提升贷款金额？, 如果我提前结清贷款，是否可以申请额外的贷款？",19.66281932592392
能缓解资金周转问题吗,"申请贷款能帮助缓解资金周转困难吗？, 如果我遇到资金周转问题，贷款是否是个可行的选项？, 在急需资金时，贷款是否能够及时解决问题？, 如果资金不足，能通过贷款方式缓解压力吗？, 资金流动性差时，申请贷款是否能带来帮助？, 贷款能否帮助我渡过资金紧张的难关？, 面对资金周转问题，是否推荐通过贷款来解决？, 贷款申请是否能够有效缓解我当前的资金困境？, 资金周转困难时，贷款是否可以作为一种应对方式？, 如果我资金紧张，可以通过贷款来解决吗？",25.8729906976223
农行公户转对方农行公公要不要手续费,"农行公户转账到对方农行公户需要手续费吗？, 如果是同一家农行的公户之间转账，是否收费？, 在农业银行进行对公转账，是否会产生手续费？, 转账到另一个农行公户时，手续费标准是什么？, 如果是对公转账到农行其他分行，是否收费？, 农行对公账户间的汇款会收费吗？, 从一个农业银行公户转账到同一家银行的公户需要手续费吗？, 在农行办理公户转账，是否需要支付转账费用？, 农行同城公对公转账有手续费吗？, 从一个农行公户转账到另一个农行公户要收费吗？",23.73122125864029
农行网银登录进去显示不出是怎么回事,"为什么我在登录农行网银时，页面显示不出来？, 农行网银登录后无法显示，是什么原因导致的？, 登录中国农业银行网银时，为什么页面没有任何反应？, 农行网银登录时，怎么解决页面无法显示的问题？, 为什么农行网银登录时没有加载页面内容，应该如何处理？, 进入农业银行网银登录页面时，显示不出任何内容，这是什么问题？, 为什么登录农业银行网银时，页面始终无法显示正常内容？, 在农行网银登录界面，为什么内容无法加载出来？, 登录农行网银时，页面总是空白，应该怎么办？, 为什么农业银行网银登录页面始终没有显示任何信息？",22.860768288373947
想借高利贷需要什么,"借高利贷需要哪些条件？, 如何选择一个可靠的高利贷平台？, 在急需资金时，应该如何选择贷款渠道？, 有什么方法可以避免借高利贷？, 申请高利贷时，借款人需要提供哪些信息？, 有哪些正规贷款渠道可以选择？, 如果我急需用钱，怎样借高利贷？, 高利贷的申请流程是怎样的？, 为什么不建议借高利贷？, 想要借钱应该选择哪些正规贷款渠道？",29.47627779841423
哪里住宿便宜，最便宜的那种,"农行的ETC信用卡持卡人如何领取酒店现金券？, 汉庭、全季、宜必思等酒店的300元现金抵用券怎样领取？, 参与农行酒店现金券活动有哪些具体步骤？, 农行酒店现金抵用券是否可以和其他优惠叠加使用？, 农行的300元酒店券是否有使用时间限制？, ETC信用卡持卡人如何才能免费领取酒店现金券？, 如何领取农行的酒店优惠券，具体流程是什么？, 300元酒店现金券每周能领取几次？, 哪些酒店可以使用农业银行的300元现金抵用券？, 如何通过农行官网查询300元酒店现金券的领取方式？",27.384823888540268
农行同行跨省多久到账,"农行跨省转账一般多久到账？, 转账到农行的信用卡，什么时候会显示已还款？, 在农行通过普通转账方式，款项一般多久到对方账户？, 选择农行的次日转账，具体是24小时内到账吗？, 农行个人掌银的转账到账时间是多少？, 如果在农行使用实时转账，资金何时到达账户？, 从农行个人网银转账到本行需要多久才能到账？, 农行转账到本行时，次日到账的标准是什么？, 农行信用卡还款到账时间需要多久？, 在农行进行同行转账，什么时候会收到款项？",25.538568377494812
我在农行有房贷了还可以办理车贷吗,"我已经在农行有房贷了，能否再申请车贷？, 农行房贷和车贷能同时办理吗？, 是否能在有房贷的情况下申请农业银行的车贷？, 我已经贷款买了房，是否可以申请汽车贷款？, 我已经在农业银行有房贷，现在还可以办理车贷吗？, 是否可以在有房贷的基础上申请农行车贷？, 如果在农行有房贷，车贷能一起申请吗？, 我已经有房贷，还能申请个人汽车贷款吗？, 是否能在农行办理房贷的同时，申请车贷？, 如果我在农行已有房贷，是否能同时办理车贷？",20.072334051132202
6320是哪个银行的号码,"6320开头的银行卡属于哪个银行？, 以6320为前六位的卡号，是不是农行的借记卡？, 是否可以确定6320开头的银行卡是农业银行？, 如果卡号开始于6320，那是哪个银行的卡？, 62##52开头的卡片是什么银行的？, 如果银行卡号前六位是6320，是否代表农行？, 62##52开头的卡是农业银行的借记卡吗？, 如果银行卡号以6320开头，属于哪个金融机构？, 6320银行卡号是哪家银行发行的？, 62##52为开头的卡是不是农业银行的卡？",25.685458421707153
深圳市精工小额贷款有限公司是正规的吗？,"深圳市精工小额贷款有限公司是正规公司吗？, 精工小额贷款公司是否符合金融行业规定？, 深圳精工小额贷款公司的经营模式合规吗？, 精工小额贷款公司有没有金融许可证？, 精工小额贷款有限公司的信用怎么样？, 深圳精工小额贷款公司值得信赖吗？, 精工小额贷款有限公司是经过认证的公司吗？, 深圳精工小额贷款公司是否存在风险？, 深圳市精工小额贷款有限公司是正规企业吗？, 精工小额贷款有限公司是否合法成立？",18.321523636579514
银行贵宾卡有什么特权，什么银行的最好用,"贵宾卡的特权有哪些？, 贵宾客户能获得哪些专门的优先服务和通道？, 银行的贵宾卡和普通卡有什么不同之处？, 贵宾卡持有者可以享受哪些医疗健康方面的增值服务？, 贵宾客户如何使用金钥匙贵宾卡进行身份认证？, 不同等级的贵宾卡分别有什么优势？, 贵宾卡的客户能在健康管理方面得到哪些帮助？, 作为金钥匙贵宾客户，能享受到哪些优待服务？, 哪些银行的贵宾卡服务最好？, 购买贵宾卡后，我能享受到哪些特殊待遇？",28.824987277388573
老农提额失败，过多久可以重新申请提额,"农行信用卡提额失败后，需要多久才能重新申请提升额度？, 农行信用卡提额未通过，什么时候能再次尝试？, 农行信用卡额度提升申请被拒，应该等多久才可以重新申请？, 如果农行信用卡提额没有成功，多久之后可以再次申请？, 申请农行信用卡提升额度失败，过多久可以重新发起请求？, 如果农行信用卡申请提额未通过，需要等多长时间才能再次申请？, 农行信用卡提额没有通过，何时可以再次提交提额申请？, 农行信用卡提额失败后，多久之后才可以再次尝试申请提升额度？, 提升农行信用卡额度失败，过多长时间可以重新申请？, 农行信用卡提额申请未通过，多久可以再试一次？",15.836812913417816
国旭小额贷款可靠不,"国旭小额贷款是否值得信赖？, 是否可以通过农业银行的“网捷贷”来申请小额贷款？, 国旭小额贷款的风险评估机制如何？, 有没有推荐的正规渠道可以申请小额贷款？, 我可以放心选择国旭小额贷款吗？, 农行的网捷贷与国旭小额贷款相比如何？, 哪个小额贷款平台更值得信赖？, 我该如何判断国旭小额贷款是否安全？, 在选择小额贷款时，国旭平台靠谱吗？, 国旭小额贷款和正规银行贷款有什么区别？",27.967221200466156
广州市盛融小额贷款股份有限公司是骗子公司吗？,"广州市盛融小额贷款股份有限公司是否是一家可靠的公司？, 申请网捷贷的流程是怎样的，是否便捷？, 盛融小额贷款是否有任何消费者投诉或负面评论？, 如何判断贷款公司是否具备合法经营资格？, 我可以通过哪些正规渠道申请小额贷款？, 盛融小额贷款公司是否有不正当的收费或隐性费用？, 如何确认广州市盛融小额贷款股份有限公司的合法性？, 网捷贷如何保障借款人的贷款安全？, 农行的网捷贷和盛融小额贷款有什么不同？, 申请贷款时，如何避免选择不正规的贷款公司？",33.760855711996555
农业银行APP申请的信用卡要去面签吗,"农业银行申请信用卡后需要去网点面签吗？, 信用卡申请通过后，是否必须携带身份证和收入证明进行面签？, 面签是农业银行信用卡申请过程中的必需步骤吗？, 办理农业银行信用卡时，面签需要提交哪些资信证明材料？, 农业银行信用卡是否需要面签才能最终批准？, 农业银行信用卡审批通过后，面签时需提供哪些文件和证明？, 申请农业银行信用卡时，是否需携带房产证等资信证明去面签？, 信用卡申请通过后，农业银行是否要求持卡人到网点面签？, 农业银行办理信用卡时，面签环节是强制的吗？, 申请农业银行的信用卡，面签环节有何要求？",21.549895852804184
贵宾卡怎么做，贵宾卡有什么用处，贵宾卡大概多少钱,"贵宾卡有哪些主要功能？, 持有贵宾卡是否可以享受医疗健康服务？, 什么是金钥匙贵宾客户？, 贵宾卡是否可以用于跨行转账和支付？, 如何提升到贵宾卡的更高级别？, 贵宾客户能享受哪些特别的金融服务？, 贵宾卡提供的健康管家服务包含哪些内容？, 贵宾卡的不同等级有哪些区别？, 持有贵宾卡有什么样的优先待遇？, 贵宾卡可以为客户提供哪些专属服务？",28.578195840120316
刚出学校，想办信用卡，老是办不下来，怎么办呀,"我刚毕业，想办信用卡但一直办不下来，该怎么办？, 申请信用卡时总是遇到困难，怎么才能顺利办理？, 为什么我一直申请不到信用卡？有没有什么解决办法？, 如何顺利申请到信用卡，尤其是刚刚毕业的我？, 刚开始工作，信用卡申请总是失败，有什么建议吗？, 刚刚出校门，想办信用卡但一直被拒，怎么做才好？, 我刚毕业，银行不给办信用卡，有什么途径能办成吗？, 我想办理信用卡，为什么一直无法通过审核？, 我刚从学校毕业，信用卡申请遇到困难，有什么途径能解决？, 为什么我申请信用卡总是没有通过，应该如何解决？",26.182696372270584
为人民服务的岗位，为什么不能贷款,"为什么我不能申请农行的贷款？, 申请农业银行网捷贷时有什么限制？, 为什么网捷贷在某些情况下无法申请？, 我符合条件为什么还是不能申请农业银行贷款？, 农业银行的网捷贷贷款资格是什么？, 为什么某些岗位不能办理农业银行的贷款？, 为什么我的贷款申请没有通过农业银行审批？, 为什么某些情况无法申请网捷贷？, 我能不能通过农业银行的网捷贷贷款？, 农业银行贷款申请条件是什么？",25.73838409781456
农业信用卡被锁定有申请解冻成功的短信吗,"农业信用卡被锁定后，是否有收到解冻成功的通知短信？, 农行信用卡解冻后会发短信通知吗？解冻流程是怎样的？, 我的农行信用卡被锁定了，如何确认解冻成功，是否有短信提醒？, 解冻农业信用卡后，我会收到银行发送的成功解冻短信吗？, 我申请解冻农行信用卡，能否通过短信收到解冻成功的消息？, 为什么农业银行信用卡被锁定了？解冻后能否收到短信确认？, 解冻农业信用卡的流程是什么？会不会收到解冻成功的短信？, 我的农行信用卡被锁定后，如何确认解冻是否成功，是否有短信通知？, 我的农业信用卡被冻结了，申请解冻后是否会收到确认短信？, 农行信用卡锁定情况能否通过短信通知解冻成功？",19.71852222084999
农行信用卡正常使用被冻结，怎么办？,"我的农行信用卡被冻结了，应该怎么解决？, 需要提供哪些信息才能查明农行信用卡被冻结的原因？, 农行信用卡被冻结后，是否能通过客服电话得到帮助？, 农行信用卡被冻结了，怎么联系银行确认具体原因？, 我能通过农行信用卡客服查询被冻结的原因吗？, 农行信用卡被冻结，应该打哪个电话查询情况？, 为什么我的农行信用卡会被冻结？该怎么办？, 如何解决农行信用卡被冻结的问题，应该怎么联系？, 我可以通过电话查询农行信用卡被冻结的原因吗？, 农行信用卡被冻结后如何解冻，应该联系哪个部门？",21.013577431440353
过生日了银行会发短信祝福吗？,"农行客户生日会收到祝福短信吗？, 如果我在农行有账户，生日当天会收到祝福吗？, 农行是否为客户提供生日祝福短信服务？, 农行会发什么样的短信祝福客户生日？, 在农行办卡，生日当天是否有祝福短信发出？, 如果我在农行办了卡，生日时会收到短信祝福吗？, 我的生日是农行客户，银行会祝福吗？, 在农行开户的客户，生日当天是否会收到短信？, 我的农行账户生日会收到什么祝福短信吗？, 作为农行客户，生日是否会有短信祝福提醒？",21.061924308538437
网贷哪个口子容易放款,"网贷哪个平台容易审批放款？, 网贷申请审批通过率较高的有哪些？, 目前哪些网贷口子放款快又容易？, 目前哪个网贷平台的放款速度最快，最容易通过？, 哪些网贷口子的审核不严？, 哪些网贷产品比较容易通过审核？, 哪个网贷平台的放款时间比较短？, 哪些网贷平台申请门槛低，容易通过？, 哪些网贷口子申请简单容易放款？, 哪些网贷平台的贷款申请条件宽松？",22.377950429916382
